housing,loan,contact,duration,pdays,previous,poutcome,emp.var.rate,cons.price.idx,euribor3m,nr.employed,y
0,0,1,19,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,228,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,55,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,717,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,313,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,289,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,683,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,1077,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,146,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,167,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,356,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,277,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,172,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,218,999,0,1,1.1,93.994,4.857,5191,0
2,2,1,217,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,67,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,291,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,248,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,256,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,286,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,477,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,611,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,471,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,381,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,251,999,0,1,1.1,93.994,4.857,5191,0
2,2,1,408,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,287,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,322,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,216,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,366,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,210,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,288,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,168,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,132,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,64,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,209,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,410,999,0,1,1.1,93.994,4.857,5191,0
2,2,1,177,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,580,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,165,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,127,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,357,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,175,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,300,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,136,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,125,999,0,1,1.1,93.994,4.857,5191,0
0,2,1,189,999,0,1,1.1,93.994,4.857,5191,0
0,2,1,213,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,238,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,124,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,18,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,730,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,40,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,181,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,79,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,142,999,0,1,1.1,93.994,4.857,5191,0
0,2,1,389,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,702,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,151,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,211,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,117,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,232,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,408,999,0,1,1.1,93.994,4.857,5191,0
2,2,1,370,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,179,999,0,1,1.1,93.994,4.857,5191,0
0,2,1,46,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,200,999,0,1,1.1,93.994,4.857,5191,0
0,2,1,50,999,0,1,1.1,93.994,4.857,5191,0
0,2,1,181,999,0,1,1.1,93.994,4.857,5191,0
1,1,1,119,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,361,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,73,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,67,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,350,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,150,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,332,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,611,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,58,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,151,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,89,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,152,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,611,999,0,1,1.1,93.994,4.857,5191,0
2,2,1,110,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,463,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,962,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,102,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,10,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,118,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,92,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,143,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,189,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,75,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,189,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,55,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,935,999,0,1,1.1,93.994,4.857,5191,1
2,2,1,56,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,5,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,225,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,125,999,0,1,1.1,93.994,4.857,5191,0
2,2,1,286,999,0,1,1.1,93.994,4.857,5191,0
0,2,1,206,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,164,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,98,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,446,999,0,1,1.1,93.994,4.857,5191,0
0,2,1,742,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,120,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,122,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,362,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,357,999,0,1,1.1,93.994,4.857,5191,0
0,2,1,200,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,107,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,267,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,248,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,215,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,209,999,0,1,1.1,93.994,4.857,5191,0
2,2,1,205,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,261,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,83,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,106,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,106,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,108,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,214,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,358,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,453,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,364,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,136,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,173,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,241,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,224,999,0,1,1.1,93.994,4.857,5191,0
2,2,1,148,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,230,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,199,999,0,1,1.1,93.994,4.857,5191,0
2,2,1,196,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,111,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,231,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,316,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,240,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,669,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,425,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,121,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,174,999,0,1,1.1,93.994,4.857,5191,0
0,2,1,88,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,313,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,135,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,152,999,0,1,1.1,93.994,4.857,5191,0
2,2,1,402,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,221,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,213,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,144,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,158,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,220,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,325,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,254,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,503,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,680,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,421,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,130,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,164,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,174,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,113,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,195,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,347,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,208,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,404,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,396,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,98,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,229,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,350,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,88,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,379,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,168,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,190,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,158,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,210,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,102,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,306,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,64,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,218,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,77,999,0,1,1.1,93.994,4.857,5191,0
0,2,1,54,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,344,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,195,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,202,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,286,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,278,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,189,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,83,999,0,1,1.1,93.994,4.857,5191,0
2,2,1,18,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,184,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,235,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,290,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,133,999,0,1,1.1,93.994,4.857,5191,0
2,2,1,318,999,0,1,1.1,93.994,4.857,5191,0
1,1,1,437,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,402,999,0,1,1.1,93.994,4.857,5191,0
2,2,1,501,999,0,1,1.1,93.994,4.857,5191,0
2,2,1,1201,999,0,1,1.1,93.994,4.857,5191,1
2,0,1,1030,999,0,1,1.1,93.994,4.857,5191,1
0,0,1,253,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,149,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,144,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,69,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,243,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,769,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,135,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,231,999,0,1,1.1,93.994,4.857,5191,0
2,2,1,442,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,199,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,455,999,0,1,1.1,93.994,4.857,5191,0
1,1,1,152,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,124,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,424,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,43,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,154,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,393,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,203,999,0,1,1.1,93.994,4.857,5191,0
0,2,1,140,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,326,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,483,999,0,1,1.1,93.994,4.857,5191,0
0,2,1,259,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,227,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,673,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,576,999,0,1,1.1,93.994,4.857,5191,0
2,2,1,180,999,0,1,1.1,93.994,4.857,5191,0
2,2,1,90,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,505,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,245,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,186,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,208,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,623,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,180,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,496,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,118,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,102,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,342,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,225,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,185,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,276,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,87,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,744,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,262,999,0,1,1.1,93.994,4.857,5191,0
2,2,1,271,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,141,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,198,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,150,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,241,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,196,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,149,999,0,1,1.1,93.994,4.857,5191,0
0,2,1,264,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,246,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,309,999,0,1,1.1,93.994,4.857,5191,0
2,0,1,140,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,175,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,136,999,0,1,1.1,93.994,4.857,5191,0
0,0,1,1623,999,0,1,1.1,93.994,4.857,5191,1
