housing,loan,contact,duration,pdays,previous,poutcome,emp.var.rate,cons.price.idx,euribor3m,nr.employed,y
2,0,1,386.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,73.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,230.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,208.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,336.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,365.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,644.5,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,577.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,137.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,366.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,314.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,160.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,2,1,212.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,188.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,22.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,2,1,616.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,2,1,178.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,355.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,225.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,160.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,2,1,266.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,253.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,179.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,269.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,135.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,2,1,161.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,644.5,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,2,1,145.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,174.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,449.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,644.5,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,164.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,366.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,357.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,232.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,91.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,273.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,158.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,2,1,177.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,200.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,172.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,176.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,211.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,214.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,644.5,999.0,0.0,1,1.1,93.994,4.857,5191,1
0,0,1,349.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,337.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,272.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,208.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,193.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
1,1,1,212.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,165.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,644.5,999.0,0.0,1,1.1,93.994,4.857,5191,1
0,2,1,20.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,246.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,529.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,2,1,192.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,644.5,999.0,0.0,1,1.1,93.994,4.857,5191,1
2,0,1,188.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,180.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,48.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,2,1,213.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,545.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,2,1,583.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,221.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,426.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,287.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,197.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,257.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,229.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,55.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,400.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,197.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,190.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,21.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,300.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,123.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,293.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,2,1,325.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,514.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,644.5,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,194.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,212.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,337.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,286.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,247.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,518.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,364.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,178.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,98.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,439.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,139.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,79.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,2,1,175.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,2,1,262.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,61.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,2,1,78.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,102.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,579.0,999.0,0.0,1,1.1,93.994,4.857,5191,1
2,2,1,143.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,644.5,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,267.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,345.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,185.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,207.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,69.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,100.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,125.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,461.0,999.0,0.0,1,1.1,93.994,4.857,5191,1
2,0,1,240.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,70.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,193.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,136.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,73.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,528.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,541.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,338.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,163.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,87.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,301.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,46.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,52.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,204.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,2,1,155.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,2,1,98.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,71.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,243.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,186.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,579.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,165.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,2,1,163.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,46.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,559.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,644.5,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,85.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,2,1,506.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,114.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,114.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,644.5,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,2,1,181.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,427.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,2,1,292.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,192.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,93.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,128.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,2,1,107.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,303.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,81.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,270.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,228.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,240.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,2,1,644.5,999.0,0.0,1,1.1,93.994,4.857,5191,1
2,0,1,233.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,102.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,461.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,250.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,130.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,252.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,138.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,412.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,179.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,19.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,228.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,55.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,644.5,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,313.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,289.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,644.5,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,644.5,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,146.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,167.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,356.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,277.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,172.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,218.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,2,1,217.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,67.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,291.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,248.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,256.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,286.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,477.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,611.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,471.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,381.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,251.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,2,1,408.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,287.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,322.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,216.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,366.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,210.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,288.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,168.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,132.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,64.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,209.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,410.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,2,1,177.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,580.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,165.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,127.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,357.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,175.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,300.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,136.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,125.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,2,1,189.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,2,1,213.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,238.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,124.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,18.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,644.5,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,40.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,181.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,79.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,142.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,2,1,389.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,644.5,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,151.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,211.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,117.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,232.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,408.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,2,1,370.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,179.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,2,1,46.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,200.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,2,1,50.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,2,1,181.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
1,1,1,119.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,361.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,73.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,67.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,350.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,150.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,332.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,611.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,58.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,151.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,89.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,152.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,611.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,2,1,110.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,463.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,644.5,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,102.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,10.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,118.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,92.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,143.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,189.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,75.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,189.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,55.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,644.5,999.0,0.0,1,1.1,93.994,4.857,5191,1
2,2,1,56.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,5.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,225.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,125.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,2,1,286.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,2,1,206.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,164.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,98.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,446.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,2,1,644.5,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,120.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,122.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,362.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,357.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,2,1,200.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,107.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,267.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,248.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,215.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,209.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,2,1,205.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,261.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,83.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,106.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,106.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,108.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,214.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,358.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,453.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,364.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,136.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,173.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,241.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,224.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,2,1,148.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,230.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,199.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,2,1,196.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,111.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,231.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,316.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,240.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,644.5,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,425.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,121.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,174.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,2,1,88.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,313.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,135.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,152.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,2,1,402.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,221.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,213.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,144.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,158.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,220.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,325.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,254.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,503.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,644.5,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,421.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,130.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,164.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,174.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,113.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,195.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,347.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,208.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,404.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,396.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,98.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,229.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,350.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,88.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,379.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,168.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,190.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,158.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,210.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,102.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,306.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,64.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,218.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,77.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,2,1,54.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,344.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
2,0,1,195.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
0,0,1,202.0,999.0,0.0,1,1.1,93.994,4.857,5191,0
